Title,Source,Location,Publisher Location,Date,Sentences,Relevant
"Small trade, farm sector unfazed",Businessline,NA,Chennai,2016-12-12,"town. A month after demonetisation of INR 500 and INR 1,000 notes, new currency is available in plenty but mostly in INR 2,000 notes. Going",0
"Belt-tightening, not demand, helped India Inc in Q2",Financial Express,NA,NEW DELHI,2016-12-12,"supported by strong revenues but lower costs. Going forward, the scenario is likely to get worse as the effect of demonetisation is sure to set",0
Bank Note Press ropes in retired staff,The Hindu,National,Chennai,2016-12-12,Press (BNP) at Dewas in Madhya Pradesh to meet the demand for new currency following the demonetisation drive by the government which has triggered a,0
2016 vs 1946: Tale of two notebandis [Politics and Nation],The Economic Times,On November 7,New Delhi,2016-12-12,"hurtled India towards Partition. Seventy winters later, there's hope and despair in India once again. Will demonetisation bring `achhe din' this time around?",0
Bickering over demonetisation may derail GST rollout,Indian Express,NA,NEW DELHI,2016-12-12,"of currency, deposits, standing in queues, printing and distribution of millions of new notes, rollback of demonetisation is not possible, feasible or wise. Having said",0
"Demonetisation: Mr Prime Minister, major step towards cashless society would be cashless political funding",Financial Express,NA,NEW DELHI,2016-12-12,"October 2, 2014. The Swachh Bharat logo which proudly features on the new currency notes post demonetisation is a gentle reminder that the most critical",0
"Sensex plunges 232 points on oil surge, Donald Trump visa talk",Indian Express,NA,NEW DELHI,2016-12-13,"the focus remains on US economic outlook and inflation, though investors are likely to view the event in conjunction with the policy stance of the|the focus remains on US economic outlook and inflation, though investors are likely to view the event in conjunction with the policy stance of the",0
Mamata Banerjee not to hold rallies immediately outside Bengal against demonetization [Politics and Nation],The Economic Times,KOLKATA,New Delhi,2016-12-13,"Delhi, Lucknow and Patna during last week of November opposing demonetization, is unlikely to go for such rallies outside Bengal immediately. Sources in Trinamool Congress|across the country to mobilize public opinion against demonetization. "" But she is unlikely to go for such rallies outside the state immediately because of",0
‘Luck’now to evade Noida ‘jinx’?,The Hindu,New Delhi,Chennai,2016-12-13,"jinx”, some others said the visit was cancelled as the Assembly poll schedule was likely to be revised in the wake of demonetisation. Also, some",0
Swati Piramal gives the thumbs up to demonetisation,IANS English,New Delhi,Noida,2016-12-13,"ask the person standing in queue about demonetisation, he or she is likely to say -- 'I'm troubled, but am happy this decision has been",0
'PM has made people stand in queues till night' [Lucknow],The Times of India,Lucknow,New Delhi,2016-12-13,Lucknow: Chief minister Akhilesh Yadav once again attacked the Centre's demonetisation decision saying it has forced people to,0
7 touts held for laundering Rs 92 lakh in Karnataka,IANS English,Bengaluru,Noida,2016-12-13,"cent since the note ban on November 8. ""The accused had supplied new currency to Jayachandra through Prashanth on earlier occasions and fell into our",0
Demonetisation: India still bound by queues as cash shortage persists,Financial Express,NA,NEW DELHI,2016-12-13,"cases as well as seizures of hundreds of crores of rupees in new currency notes that have emerged post the demonetisation drive, people standing for",0
Cash crunch squeezes retail inflation to 2-year low; hits 3.63% in November,Businessline,NA,Chennai,2016-12-13,"likely to have hindered price discovery at the Mandi level. Following demonetisation, food prices are likely to have fallen more sharply at the wholesale price",0
FM Arun Jaitley's day out on Delhi streets; gets reality check at ATMs,Financial Express,NA,NEW DELHI,2016-12-13,"cases as well as seizures of hundreds of crores of rupees in new currency notes that have emerged post the demonetisation drive, people standing for",0
"India remains a bright spot in world equities, says Atul Kumar of Quantum AMC [Analysis]",The Economic Times,In November 2016,New Delhi,2016-12-13,the implementation of the move was far from perfect. The shortage of new currency is likely to have a major negative impact on the economy,0
"New notes' seizures: Diversion likely before reaching banks, say some stakeholders",IANS English,New Delhi,Noida,2016-12-13,"and ATMs even a month after demonetisation, the never-ending bulk seizure of new currency notes from across India has put a question mark on the|the suffering of the commoners due to demonetisation, the ""leakage"" of the new currency notes from the system has led to accusations of a scam.",0
Somebody fighting against corruption will be saluted: KV Kamath on demonetisation [Interviews],The Economic Times,p,New Delhi,2016-12-13,"p://economictimes.indiatimes.com/news/politics-and-nation/note-ban-likely-to-fetch-government-rs-2-5-lakh-crore-kv-kamath/articleshow/55949472.cms"">Also Read: Note ban likely to fetch government Rs 2.5 lakh crore, says KV Kamath What about",0
"BSP transferred votes to BJP in 2014 polls, can prove it: Akhilesh Yadav",Indian Express,NA,NEW DELHI,2016-12-14,"said people who are now queueing outside ATMs post demonetisation will ""queue-up once again to vote against the BJP"". ""The demonetisation move was without any|said people who are now queueing outside ATMs post demonetisation will ""queue-up once again to vote against the BJP"". ""The demonetisation move was without any",0
"Modi govt. failed to curb black money, corruption: Yechury",The Hindu,Andhra Pradesh,Chennai,2016-12-14,"empirical evidence. The demonetisation had hit the economy badly and the GDP was likely to come down by three points as per international agencies. Jokingly,",0
"Demonetisation, GST to be disruptive in short term: S&amp;P",Businessline,NA,Chennai,2016-12-14,"today said demonetisation and a likely GST roll-out from September 2017 are likely to cast a “higher disruptive impact” on the informal, rural, and cash-based",0
Exporters wake up to reality,The Telegraph (India),New Delhi,NEW DELHI,2016-12-14,"New Delhi, Dec. 14: Exports are likely to witness a momentary ""setback or slowdown"" following demonetisation and an ensuing",0
Congress seeks Kiren Rijiju's resignation over Rs 450 crore Arunachal power 'scam' [India],The Times of India,NEW DELHI,New Delhi,2016-12-14,approached him. The issue could figure in Parliament though the opposition is likely to maintain the focus on demonetisation. Congress pointed to reports that the,0
"RBI asks banks to tighten systems, public to desist from hoarding",Indian Express,NA,NEW DELHI,2016-12-14,"currency chests to help law enforcement agencies in identifying people engaged in hoarding of new notes post demonetisation. In a notification, the RBI said banks",0
"DEMONETISATION IMPACT: DEC QUARTER GROWTH MAY SLIP TO 5.5- 6%, SAYS BOFA-ML",India Business Insight,NA,Bangalore,2016-12-14,"Merrill Lynch (BofA-ML) has said that the economic growth of India is likely to fall to 5.5-6 percent in Oct-Dec 2016 as demonetisation is likely|likely to fall to 5.5-6 percent in Oct-Dec 2016 as demonetisation is likely to hurt production. According to the report, each month of disruption hits",0
"‘Rs.17,500 cr. notes pumped into circulation in TS’",The Hindu,Telangana,Chennai,2016-12-14,"that the Reserve Bank of India (RBI) had issued Rs.17,500 crore worth new currency notes to Telangana after demonetisation. The Minister held a review meeting",0
War on black money: Demonetisation is a courageous reform that will bring substantive benefits [Politics and Nation],The Economic Times,NA,New Delhi,2016-12-14,"reform, the rollout of the policy has generated predictable hardships. The shortage of new currency notes and limits on withdrawals has led to considerable anxiety|is incorrect, as the policy allows for the exchange of old notes for new notes. Although the process is inconvenient, and subjects many households to",0
Gurugram: Rs.7.92 lakh in new notes seized,The Hindu,New Delhi,Chennai,2016-12-14,": In yet another seizure of new notes post demonetisation, the Gurugram Police seized Rs.7.92 lakh at Rajiv",0
Rs 1 lakh crore: fall in bank credit growth in fortnight after Nov 8,Indian Express,NA,NEW DELHI,2016-12-14,has fallen as bank manpower was concentrating fully on the demonetisation issues. This trend is likely to continue for the next few fortnights since the,0
Bajaj Finance earnings estimates may see further cuts due to note ban [News],The Economic Times,NA,New Delhi,2016-12-14,"rural lending. While the impact of demonetisation on its consumer portfolio is likely to be transient, on segments like loan against property and business loans,",0
